1858,1029,717,808
1028,717,1820,1826
1028,1030,48,1826
841,1029,717,144
1030,1029,1031,717
3,1000,840,844
1028,1029,48,1826
1030,263,1029,717
1030,954,1029,1754
1028,840,717,1826
42,1029,717,144
407,118,393,213
1030,1029,1892,717
1029,1820,48,1826
407,1030,132,717
1536,1230,168,1174
497,840,48,144
446,1030,131,717
1728,226,1754,1893
1028,1030,1029,717
235,717,1525,81
13,841,1029,47
1029,48,1820,1826
1028,1030,1029,48
1030,1029,717,1826
1030,178,717,476
1030,1029,1728,1751
1029,840,717,144
1030,1029,1728,717
1028,1030,1029,1820
1029,836,717,1820
1030,1029,717,1820
726,489,144,725
25,1003,506,60
1029,499,444,308
1028,1029,444,1820
1030,840,1420,717
1030,840,717,144
1028,263,1029,1420
1030,840,131,717
1030,263,1029,717
1028,1029,717,1826
1028,841,1029,840
1028,1030,1029,1820
1080,300,1031,1820
1028,1029,717,1820
256,1028,1029,717
1028,284,717,48
124,183,177,37
42,162,118,261
1030,840,717,144
407,146,118,88
59,168,1029,717
1029,717,48,1826
497,250,840,144
3,146,1119,476
13,60,308,56
726,440,713,1173
1030,13,1885,717
1029,717,38,1173
1030,1029,717,48
446,1825,1030,444
281,841,250,1851
1028,168,841,263
1030,1029,10,717
178,47,1892,1862
407,3,393,213
726,1030,1029,692
1029,840,717,144
1028,1030,1029,48
250,840,131,1087
1030,436,717,1820
1028,1030,1029,717
622,1030,1028,48
1028,1030,263,1029
1030,168,724,2002
1028,1030,1029,717
263,1029,131,1826
836,499,717,1252
1030,1029,444,717
1028,1030,446,717
1030,1513,717,987
263,129,501,476
1030,1029,444,1820
1028,263,841,717
1030,1029,717,1826
415,300,1173,987
82,1013,405,43
146,47,1819,717
1030,263,198,717
127,263,717,144
497,489,840,47
1028,263,48,1826
1951,444,717,17
415,277,84,1342
1030,1029,444,144
65,118,1013,20
1030,1029,717,1820
1028,1030,1728,717
717,144,1826,1820
168,263,131,717
1030,1029,717,1826
1334,1029,48,1820
1029,717,1820,144
489,129,717,1425
250,1029,131,717
1028,263,1029,717
1030,10,144,1826
1028,1029,717,48
1030,300,487,717
1028,1030,1029,717
1028,1029,717,144
497,263,841,717
131,717,144,1820
263,250,503,487
707,168,1513,308
168,263,499,308
254,213,274,1892
1825,168,1031,1908
1029,717,1820,1826
497,489,836,692
1028,168,717,144
1125,144,476,48
1028,1029,717,1820
13,1865,129,300
1173,1827,1826,1908
848,183,146,717
726,1003,146,1368
1029,1728,1031,717
1030,1029,1031,717
1825,263,1029,1826
1030,60,444,1820
724,499,487,444
1030,1029,1728,717
1028,1030,1031,48
1028,1030,168,717
1030,1029,840,717
127,483,1173,725
407,13,112,414
1028,840,144,48
1416,1125,35,1427
1028,841,47,717
407,118,233,393
263,112,535,47
1028,1029,48,717
183,48,1820,1826
446,840,444,717
13,489,692,1252
168,485,717,17
1029,840,131,717
1030,1029,717,1820
1028,1030,1029,48
220,1029,717,1817
1028,1030,215,717
1030,1029,503,717
1030,1029,717,48
1003,1774,476,1173
1028,1030,1029,717
407,65,393,1119
841,1029,997,717
263,48,1173,126
1030,1029,717,308
282,42,118,43
1030,1029,1087,467
446,1030,1028,1029
1030,717,1820,1826
1857,1251,713,1794
497,1028,131,717
1028,841,1080,131
1028,1030,1029,809
1028,168,198,1826
263,1820,476,1525
852,1030,10,717
168,717,725,1846
256,1030,1029,717
1030,1029,1031,47
1030,1029,48,1820
168,485,713,717
1029,717,1820,1826
1030,398,840,1826
414,717,985,11
282,82,1119,20
183,1827,1892,717
840,131,717,48
13,168,489,1173
263,201,48,144
1029,1820,717,1826
1028,1030,1029,717
1028,717,144,48
263,1029,840,717
1028,1030,1029,717
132,294,713,987
1230,489,1125,840
1030,149,1080,1425
1028,1029,48,1826
1230,168,155,717
1028,1029,717,1826
13,105,50,84
1030,263,2001,717
1030,1029,444,48
1028,1030,1029,717
407,1334,48,985
1028,1029,1420,1173
13,47,840,1794
1028,1030,1029,717
1030,76,1029,717
1028,1029,717,1826
1030,131,717,144
149,210,985,219
777,805,168,57
1030,1725,717,144
841,215,997,17
1028,1030,1029,717
726,840,476,308
1013,1820,1826,11
1230,841,198,131
1028,1030,1029,717
1030,1029,1820,1826
407,168,233,982
1825,1030,1029,1826
168,1080,501,487
1030,1029,1820,717
1028,717,1820,1826
446,1030,1029,717
1030,1029,717,1826
1028,1030,1029,717
1030,840,997,499
1028,1029,717,1826
1267,1793,20,37
1096,717,4,56
13,131,1794,81
1825,1820,1826,1908
1509,535,1892,81
1028,1030,1029,717
1030,1728,717,1893
1230,489,118,20
1030,1727,444,717
191,1128,13,846
13,1030,47,444
1028,1030,1029,717
42,48,1820,1173
54,241,1090,84
497,1030,1825,144
25,168,717,308
1125,717,308,1173
1003,1030,724,201
841,436,717,144
1030,1029,444,717
3,717,144,1316
1028,263,48,144
489,132,48,144
848,713,717,308
497,840,47,144
1028,446,1029,444
168,717,144,1173
439,1416,47,692
393,213,1842,261
25,168,717,1173
489,844,144,308
1030,263,717,1826
168,1368,487,725
1028,263,1029,717
1029,1892,713,717
